Rank,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12316,Final Fantasy 10075,GBA,1992,Shooter,Namco Bandai,0.4,0.15,0.16,0.15,0.86
12317,Donkey Kong 10370,GBA,2007,Puzzle,Ubisoft,0.01,0.23,0.47,0.15,0.86
12318,Donkey Kong 4570,PS2,1981,Platform,THQ,0.19,0.47,0.18,0.02,0.86
12319,Kirby 3997,SNES,1992,Misc,Take-Two Interactive,0.15,0.23,0.24,0.24,0.86
12320,NBA 5412,SNES,2006,Fighting,2K Games,0.24,0.59,0.0,0.03,0.86
12321,Tomb Raider 6315,SAT,1981,Adventure,THQ,0.25,0.19,0.33,0.09,0.86
12322,Donkey Kong 9757,DS,2013,Misc,Ubisoft,0.11,0.54,0.17,0.04,0.86
12323,F-Zero 13952,NES,1989,Platform,THQ,0.17,0.09,0.09,0.51,0.86
12324,Street Fighter 3830,NES,1980,Role-Playing,Sony Computer Entertainment,0.0,0.06,0.77,0.03,0.86
12325,Tomb Raider 13072,PS4,1994,Simulation,2K Games,0.42,0.17,0.16,0.11,0.86
12326,Metroid 9282,SAT,1988,Puzzle,LucasArts,0.33,0.09,0.14,0.3,0.86
12327,Pro Evolution Soccer 3166,SAT,1991,Puzzle,Sony Computer Entertainment,0.43,0.21,0.03,0.19,0.86
12328,Metroid 10361,Wii,2014,Misc,Konami,0.32,0.15,0.2,0.19,0.86
12329,Pro Evolution Soccer 282,Wii,1985,Racing,Nintendo,0.03,0.37,0.08,0.38,0.86
12330,Castlevania 9328,Wii,2016,Action,Sega,0.02,0.05,0.65,0.14,0.86
12331,Dead or Alive 8753,GC,1988,Adventure,Bethesda,0.27,0.31,0.13,0.15,0.86
12332,Kirby 5299,WiiU,2008,Racing,Bethesda,0.19,0.05,0.29,0.33,0.86
12333,Final Fantasy 13426,X360,2004,Adventure,Bethesda,0.03,0.62,0.2,0.01,0.86
12334,NBA 11558,SAT,1996,Misc,Take-Two Interactive,0.51,0.14,0.13,0.08,0.86
12335,Dead or Alive 1967,3DS,1981,Puzzle,Atari,0.16,0.43,0.09,0.18,0.86
12336,Spyro 8107,PS,1994,Strategy,Konami,0.01,0.15,0.14,0.56,0.86
12337,Mortal Kombat 8112,GBA,2007,Misc,Activision,0.09,0.09,0.48,0.2,0.86
12338,Crash Bandicoot 5723,PS2,2001,Adventure,Deep Silver,0.56,0.22,0.03,0.05,0.86
12339,Final Fantasy 8087,PC,1996,Platform,Atari,0.02,0.36,0.03,0.45,0.86
12340,NCAA Football 8572,Wii,1999,Misc,LucasArts,0.54,0.1,0.11,0.11,0.86
12341,Pro Evolution Soccer 8566,X360,2009,Racing,505 Games,0.44,0.11,0.01,0.3,0.86
12342,Street Fighter 10978,PS,1994,Role-Playing,Capcom,0.08,0.3,0.47,0.01,0.86
12343,Metroid 7072,XOne,2008,Sports,Atari,0.29,0.1,0.35,0.12,0.86
12344,Mortal Kombat 2288,GC,1998,Sports,2K Games,0.26,0.26,0.16,0.18,0.86
12345,Tomb Raider 14565,DS,1980,Puzzle,Activision,0.04,0.66,0.09,0.07,0.86
12346,Tekken 7083,DS,2016,Adventure,Microsoft Game Studios,0.34,0.06,0.42,0.04,0.86
12347,Tekken 14612,DC,1997,Shooter,Deep Silver,0.07,0.23,0.36,0.2,0.86
12348,Kirby 11696,PS3,2003,Misc,Bethesda,0.21,0.09,0.41,0.15,0.86
12349,Final Fantasy 1166,SAT,2004,Action,Electronic Arts,0.04,0.46,0.24,0.12,0.86
12350,NBA 1518,GC,1991,Racing,Sega,0.6,0.06,0.07,0.13,0.86
12351,NBA 5063,PS2,1998,Simulation,Activision,0.61,0.02,0.21,0.01,0.85
12352,Metroid 13785,XOne,2000,Sports,Microsoft Game Studios,0.24,0.29,0.18,0.14,0.85
12353,Tomb Raider 11607,XOne,2010,Shooter,Namco Bandai,0.01,0.31,0.18,0.35,0.85
12354,NBA 8241,WiiU,2011,Strategy,LucasArts,0.04,0.56,0.16,0.09,0.85
12355,Final Fantasy 14324,WiiU,1989,Puzzle,Microsoft Game Studios,0.18,0.37,0.18,0.12,0.85
12356,Castlevania 7577,PS4,1988,Role-Playing,Namco Bandai,0.33,0.16,0.1,0.26,0.85
12357,Tiger Woods PGA Tour 12026,X360,2009,Strategy,505 Games,0.12,0.27,0.46,0.0,0.85
12358,Tekken 590,N64,1982,Adventure,505 Games,0.54,0.11,0.02,0.18,0.85
12359,F-Zero 975,Wii,2001,Simulation,505 Games,0.02,0.2,0.34,0.29,0.85
12360,Pro Evolution Soccer 11908,PS,2016,Adventure,Activision,0.22,0.38,0.14,0.11,0.85
12361,Metal Gear Solid 9113,N64,1987,Shooter,Deep Silver,0.57,0.03,0.13,0.12,0.85
12362,Dead or Alive 1551,GBA,1989,Misc,Nintendo,0.67,0.02,0.04,0.12,0.85
12363,F-Zero 13892,XOne,2007,Sports,Namco Bandai,0.39,0.17,0.13,0.16,0.85
12364,NCAA Football 12386,XOne,1991,Platform,Square Enix,0.21,0.27,0.16,0.21,0.85
12365,Sonic the Hedgehog 7333,NES,1983,Puzzle,Deep Silver,0.33,0.02,0.26,0.24,0.85
12366,Tiger Woods PGA Tour 258,GBA,2001,Platform,Activision,0.04,0.08,0.68,0.05,0.85
12367,Tekken 8310,PSP,2002,Shooter,Atari,0.61,0.21,0.02,0.01,0.85
12368,Spyro 2614,Wii,2014,Action,Take-Two Interactive,0.58,0.1,0.02,0.15,0.85
12369,Donkey Kong 2660,PS4,2015,Platform,2K Games,0.17,0.58,0.07,0.03,0.85
12370,Mega Man 4120,PSP,2006,Strategy,Ubisoft,0.15,0.65,0.02,0.03,0.85
12371,Mega Man 11389,WiiU,2000,Fighting,Electronic Arts,0.27,0.04,0.15,0.39,0.85
12372,Madden NFL 9874,GC,1984,Simulation,LucasArts,0.12,0.34,0.19,0.2,0.85
12373,Pro Evolution Soccer 3387,NES,2010,Adventure,Take-Two Interactive,0.05,0.3,0.46,0.04,0.85
12374,Mega Man 4113,PS,1994,Racing,Bandai,0.23,0.1,0.51,0.01,0.85
12375,NCAA Football 3634,PS4,2007,Misc,Namco Bandai,0.29,0.13,0.23,0.2,0.85
12376,Silent Hill 1381,NES,1992,Racing,Nintendo,0.3,0.51,0.03,0.01,0.85
12377,Crash Bandicoot 515,GBA,2006,Fighting,Bandai,0.14,0.33,0.28,0.1,0.85
12378,Mortal Kombat 8386,PS2,1981,Simulation,Sega,0.04,0.04,0.5,0.27,0.85
12379,Tomb Raider 4129,DS,1987,Racing,Activision,0.06,0.37,0.33,0.09,0.85
12380,Street Fighter 6680,N64,1997,Adventure,LucasArts,0.13,0.18,0.34,0.2,0.85
12381,Dragon Quest 7660,PS,1985,Role-Playing,Konami,0.14,0.14,0.47,0.1,0.85
12382,Silent Hill 3453,PS3,1996,Simulation,Microsoft Game Studios,0.41,0.26,0.02,0.16,0.85
12383,Dead or Alive 14522,PSP,2009,Sports,Ubisoft,0.31,0.24,0.19,0.11,0.85
12384,Silent Hill 15176,PS3,2009,Strategy,Namco Bandai,0.01,0.33,0.34,0.17,0.85
12385,Sonic the Hedgehog 15204,GC,1981,Strategy,Take-Two Interactive,0.16,0.57,0.04,0.08,0.85
12386,Tiger Woods PGA Tour 9248,NES,2013,Platform,Take-Two Interactive,0.71,0.06,0.01,0.07,0.85
12387,Crash Bandicoot 1351,X360,1997,Role-Playing,Sony Computer Entertainment,0.12,0.44,0.26,0.03,0.85
12388,Kirby 4342,Wii,2007,Sports,LucasArts,0.13,0.14,0.25,0.33,0.85
12389,F-Zero 8590,PSP,2000,Sports,Electronic Arts,0.35,0.01,0.22,0.27,0.85
12390,NBA 14624,PS4,2007,Simulation,Take-Two Interactive,0.13,0.02,0.18,0.52,0.85
12391,Tekken 10807,3DS,1982,Racing,Sega,0.38,0.12,0.3,0.05,0.85
12392,Final Fantasy 1539,PC,1982,Fighting,Atari,0.24,0.37,0.22,0.02,0.85
12393,Mortal Kombat 2219,X360,2003,Strategy,Microsoft Game Studios,0.32,0.45,0.05,0.03,0.85
12394,Castlevania 10809,N64,2007,Sports,Electronic Arts,0.03,0.34,0.05,0.43,0.85
12395,Madden NFL 5791,PS,2009,Puzzle,Take-Two Interactive,0.13,0.25,0.26,0.21,0.85
12396,Madden NFL 4315,PS,2004,Simulation,Microsoft Game Studios,0.32,0.07,0.44,0.02,0.85
12397,Metal Gear Solid 10195,PS4,1996,Shooter,505 Games,0.29,0.02,0.47,0.07,0.85
12398,Mortal Kombat 13733,GBA,2002,Shooter,Capcom,0.35,0.2,0.08,0.22,0.85
12399,F-Zero 10900,Wii,2013,Platform,Konami,0.22,0.18,0.37,0.08,0.85
12400,Dragon Quest 9609,PS,1984,Misc,Activision,0.41,0.32,0.09,0.03,0.85
12401,Spyro 2402,GBA,2002,Misc,Ubisoft,0.67,0.06,0.09,0.03,0.85
12402,F-Zero 9595,DC,1984,Puzzle,Activision,0.5,0.11,0.09,0.15,0.85
12403,Final Fantasy 14510,X360,2012,Fighting,Sega,0.2,0.1,0.43,0.12,0.85
12404,Dead or Alive 1777,3DS,1986,Platform,Ubisoft,0.33,0.08,0.43,0.01,0.85
12405,Kirby 1636,XOne,1980,Puzzle,Activision,0.64,0.12,0.03,0.06,0.85
12406,Tiger Woods PGA Tour 3044,GBA,1983,Fighting,THQ,0.01,0.52,0.25,0.07,0.85
12407,F-Zero 2445,DC,2006,Action,505 Games,0.13,0.4,0.26,0.06,0.85
12408,Dead or Alive 2246,3DS,1983,Sports,Electronic Arts,0.04,0.21,0.29,0.31,0.85
12409,Madden NFL 8575,DC,1985,Misc,Ubisoft,0.3,0.04,0.24,0.27,0.85
12410,Final Fantasy 391,Wii,1985,Puzzle,Atari,0.12,0.4,0.08,0.25,0.85
12411,Mortal Kombat 6363,DS,1995,Sports,Namco Bandai,0.47,0.09,0.26,0.03,0.85
12412,Spyro 13967,SAT,1994,Strategy,LucasArts,0.08,0.52,0.14,0.11,0.85
12413,Donkey Kong 11973,PSP,2009,Puzzle,Bandai,0.33,0.36,0.02,0.14,0.85
12414,Dead or Alive 13170,PS3,2006,Fighting,Bandai,0.16,0.53,0.1,0.06,0.85
12415,Tomb Raider 9852,DC,2006,Sports,2K Games,0.02,0.4,0.04,0.39,0.85
12416,Dragon Quest 8765,PC,1984,Fighting,Sony Computer Entertainment,0.08,0.06,0.23,0.48,0.85
12417,Pro Evolution Soccer 8194,PS4,1982,Adventure,Electronic Arts,0.3,0.21,0.03,0.31,0.85
12418,Tiger Woods PGA Tour 3014,WiiU,1982,Sports,Namco Bandai,0.08,0.5,0.01,0.26,0.85
12419,F-Zero 394,XOne,1991,Sports,Take-Two Interactive,0.02,0.1,0.59,0.14,0.85
12420,Metal Gear Solid 101,Wii,1989,Simulation,Bethesda,0.04,0.56,0.1,0.15,0.85
12421,Dead or Alive 5376,PS2,2016,Strategy,Namco Bandai,0.41,0.15,0.05,0.24,0.85
12422,Street Fighter 4601,3DS,1996,Role-Playing,505 Games,0.19,0.25,0.09,0.32,0.85
12423,NCAA Football 15276,PS2,2008,Platform,Namco Bandai,0.07,0.31,0.35,0.12,0.85
12424,NCAA Football 407,XB,1990,Racing,Sega,0.16,0.17,0.36,0.16,0.85
12425,Pro Evolution Soccer 9306,PS2,1980,Adventure,Sony Computer Entertainment,0.16,0.68,0.0,0.01,0.85
12426,NCAA Football 12556,SAT,1992,Adventure,Capcom,0.19,0.19,0.35,0.12,0.85
12427,Street Fighter 10039,N64,1993,Shooter,Square Enix,0.17,0.04,0.59,0.05,0.85
12428,Mega Man 5248,PS4,2016,Platform,505 Games,0.32,0.47,0.04,0.02,0.85
12429,NCAA Football 5292,3DS,1984,Sports,Ubisoft,0.32,0.0,0.39,0.14,0.85
12430,NCAA Football 5290,PSP,1986,Strategy,Activision,0.6,0.1,0.11,0.04,0.85
12431,Spyro 558,3DS,1998,Puzzle,Bandai,0.12,0.4,0.05,0.28,0.85
12432,Spyro 14928,WiiU,2013,Misc,Nintendo,0.01,0.06,0.6,0.18,0.85
12433,Silent Hill 9809,GBA,2003,Sports,Capcom,0.11,0.44,0.16,0.14,0.85
12434,Final Fantasy 6486,GC,1980,Platform,Microsoft Game Studios,0.11,0.02,0.59,0.13,0.85
12435,Tomb Raider 7962,GBA,1992,Strategy,Bethesda,0.22,0.45,0.11,0.07,0.85
12436,Dead or Alive 12099,NES,1993,Adventure,Namco Bandai,0.62,0.08,0.13,0.02,0.85
12437,Metal Gear Solid 7872,WiiU,2001,Platform,Nintendo,0.12,0.13,0.16,0.44,0.85
12438,Dead or Alive 4974,DC,1984,Sports,Ubisoft,0.29,0.1,0.4,0.06,0.85
12439,Metal Gear Solid 3683,PS2,1999,Adventure,Sega,0.37,0.03,0.38,0.07,0.85
12440,Mortal Kombat 11510,PS,2005,Action,Sony Computer Entertainment,0.03,0.47,0.25,0.1,0.85
12441,Kirby 12066,PS2,2000,Simulation,505 Games,0.06,0.56,0.17,0.06,0.85
12442,Spyro 13230,SAT,2005,Puzzle,THQ,0.28,0.38,0.01,0.18,0.85
12443,NBA 14363,3DS,2012,Role-Playing,Microsoft Game Studios,0.48,0.14,0.13,0.1,0.85
12444,Tomb Raider 15139,3DS,2003,Puzzle,Microsoft Game Studios,0.24,0.12,0.06,0.42,0.84
12445,Sonic the Hedgehog 14706,X360,1980,Fighting,2K Games,0.32,0.01,0.21,0.3,0.84
12446,Dragon Quest 7751,PS4,1987,Racing,Electronic Arts,0.42,0.2,0.1,0.12,0.84
12447,Mega Man 6688,Wii,1985,Adventure,505 Games,0.03,0.27,0.53,0.01,0.84
12448,NBA 7663,NES,1988,Action,Ubisoft,0.12,0.55,0.11,0.06,0.84
12449,NBA 15785,3DS,1997,Misc,Ubisoft,0.21,0.13,0.32,0.18,0.84
12450,Mega Man 4300,GC,1984,Role-Playing,2K Games,0.56,0.11,0.05,0.12,0.84
12451,Mortal Kombat 15934,DC,2011,Action,Namco Bandai,0.23,0.2,0.37,0.04,0.84
12452,Donkey Kong 13682,XB,1998,Shooter,Capcom,0.09,0.15,0.44,0.16,0.84
12453,Metroid 3565,PS,1994,Shooter,Atari,0.02,0.51,0.11,0.2,0.84
12454,Kirby 1101,SNES,1988,Action,Namco Bandai,0.57,0.1,0.08,0.09,0.84
12455,Tiger Woods PGA Tour 3346,XOne,1983,Adventure,Sony Computer Entertainment,0.33,0.14,0.28,0.09,0.84
12456,Dragon Quest 3638,PC,2016,Fighting,Deep Silver,0.45,0.29,0.08,0.02,0.84
12457,Metal Gear Solid 4946,DC,2001,Action,THQ,0.14,0.17,0.52,0.01,0.84
12458,F-Zero 13830,SNES,1988,Misc,Activision,0.21,0.32,0.25,0.06,0.84
12459,Mortal Kombat 13944,PS4,2008,Fighting,Electronic Arts,0.44,0.18,0.05,0.17,0.84
12460,Final Fantasy 15530,SNES,1997,Puzzle,Sega,0.13,0.09,0.25,0.37,0.84
12461,Sonic the Hedgehog 479,PS3,2016,Strategy,Konami,0.05,0.41,0.23,0.15,0.84
12462,Castlevania 6213,DS,2003,Misc,Square Enix,0.63,0.02,0.03,0.16,0.84
12463,Madden NFL 13505,SAT,2012,Simulation,Sega,0.01,0.21,0.0,0.62,0.84
12464,Pro Evolution Soccer 9736,XB,1987,Sports,Square Enix,0.19,0.24,0.33,0.08,0.84
12465,NCAA Football 8304,PSP,1997,Adventure,Konami,0.64,0.15,0.02,0.03,0.84
12466,Mortal Kombat 9379,Wii,1997,Racing,Activision,0.27,0.17,0.37,0.03,0.84
12467,Crash Bandicoot 820,SNES,1995,Sports,LucasArts,0.53,0.04,0.27,0.0,0.84
12468,Dragon Quest 10510,PSP,2012,Shooter,Atari,0.49,0.01,0.29,0.05,0.84
12469,Metal Gear Solid 10526,Wii,1986,Racing,Microsoft Game Studios,0.41,0.37,0.03,0.03,0.84
12470,Star Fox 14947,DC,2016,Strategy,2K Games,0.35,0.1,0.18,0.21,0.84
12471,Spyro 4881,XB,2015,Racing,Bethesda,0.39,0.1,0.1,0.25,0.84
12472,Crash Bandicoot 4784,PS3,1996,Fighting,Sega,0.45,0.05,0.31,0.03,0.84
12473,Donkey Kong 11159,XOne,2008,Adventure,THQ,0.58,0.17,0.04,0.05,0.84
12474,Silent Hill 5092,X360,1996,Shooter,Activision,0.22,0.06,0.52,0.04,0.84
12475,F-Zero 8332,DC,1986,Sports,Bethesda,0.29,0.35,0.07,0.13,0.84
12476,Metal Gear Solid 12320,SNES,2010,Fighting,Ubisoft,0.3,0.41,0.08,0.05,0.84
12477,Silent Hill 10443,DS,1997,Shooter,Activision,0.02,0.44,0.26,0.12,0.84
12478,Mega Man 9385,Wii,1996,Fighting,Bethesda,0.3,0.36,0.16,0.02,0.84
12479,Tiger Woods PGA Tour 2612,NES,1997,Action,Microsoft Game Studios,0.41,0.19,0.07,0.17,0.84
12480,Dead or Alive 3617,PS2,2008,Platform,Nintendo,0.12,0.16,0.37,0.19,0.84
12481,Mega Man 13563,N64,2010,Sports,Microsoft Game Studios,0.15,0.3,0.06,0.33,0.84
12482,Kirby 8409,WiiU,2006,Simulation,Bethesda,0.09,0.2,0.07,0.48,0.84
12483,Tekken 8978,SNES,1980,Simulation,Microsoft Game Studios,0.54,0.13,0.17,0.0,0.84
12484,Dragon Quest 15070,X360,2006,Sports,Sega,0.59,0.15,0.06,0.04,0.84
12485,Tiger Woods PGA Tour 12008,PS2,2012,Adventure,Atari,0.07,0.49,0.07,0.21,0.84
12486,Spyro 5080,PSP,2005,Sports,Atari,0.1,0.24,0.32,0.18,0.84
12487,Tomb Raider 5173,XB,1986,Misc,THQ,0.26,0.12,0.29,0.17,0.84
12488,Pro Evolution Soccer 13918,X360,1991,Misc,Bethesda,0.16,0.2,0.27,0.21,0.84
12489,F-Zero 12602,GBA,1999,Misc,Microsoft Game Studios,0.23,0.22,0.26,0.13,0.84
12490,Mortal Kombat 9696,PS3,1980,Action,Bandai,0.27,0.28,0.22,0.07,0.84
12491,Spyro 6836,GC,2015,Racing,2K Games,0.22,0.53,0.07,0.02,0.84
12492,Kirby 5286,SNES,1984,Simulation,Take-Two Interactive,0.35,0.18,0.23,0.08,0.84
12493,Pro Evolution Soccer 14049,SAT,2009,Simulation,Take-Two Interactive,0.22,0.17,0.44,0.01,0.84
12494,Kirby 12512,3DS,1987,Shooter,Sega,0.05,0.0,0.65,0.14,0.84
12495,Sonic the Hedgehog 1483,PSP,1989,Racing,Ubisoft,0.29,0.25,0.16,0.14,0.84
12496,Dead or Alive 8864,PC,1986,Action,Bethesda,0.44,0.03,0.03,0.34,0.84
12497,Star Fox 14385,XB,1990,Simulation,Deep Silver,0.03,0.25,0.15,0.41,0.84
12498,Madden NFL 9861,XB,1987,Role-Playing,Konami,0.01,0.66,0.14,0.03,0.84
12499,Street Fighter 7562,GC,1993,Adventure,Capcom,0.02,0.29,0.3,0.23,0.84
12500,Pro Evolution Soccer 740,N64,2008,Strategy,Deep Silver,0.56,0.18,0.1,0.0,0.84
12501,Silent Hill 2907,PS2,1983,Sports,Capcom,0.23,0.04,0.03,0.54,0.84
12502,Castlevania 2911,WiiU,2016,Action,Sony Computer Entertainment,0.4,0.03,0.15,0.26,0.84
12503,Pro Evolution Soccer 4696,SAT,1999,Role-Playing,LucasArts,0.1,0.6,0.09,0.05,0.84
12504,Final Fantasy 11785,SAT,2003,Misc,Deep Silver,0.09,0.49,0.26,0.0,0.84
12505,Mortal Kombat 7441,WiiU,1997,Puzzle,Deep Silver,0.42,0.05,0.22,0.15,0.84
12506,Pro Evolution Soccer 3017,PC,1989,Fighting,Sony Computer Entertainment,0.42,0.11,0.21,0.1,0.84
12507,Madden NFL 11094,PSP,1997,Role-Playing,Konami,0.43,0.31,0.03,0.07,0.84
12508,Metroid 13998,PC,2011,Sports,Konami,0.06,0.64,0.08,0.06,0.84
12509,NBA 10673,SNES,1984,Simulation,Deep Silver,0.39,0.36,0.04,0.05,0.84
12510,Silent Hill 11423,GC,1995,Strategy,Konami,0.26,0.38,0.14,0.06,0.84
12511,Silent Hill 2984,XB,2005,Simulation,Namco Bandai,0.04,0.43,0.22,0.15,0.84
12512,Tomb Raider 12446,PSP,1997,Shooter,Deep Silver,0.0,0.26,0.13,0.45,0.84
12513,Tiger Woods PGA Tour 10301,PS3,1999,Simulation,Square Enix,0.08,0.17,0.13,0.46,0.84
12514,Street Fighter 13142,NES,2008,Misc,Konami,0.63,0.1,0.11,0.0,0.84
12515,Silent Hill 10620,GBA,2013,Fighting,Bandai,0.49,0.14,0.15,0.06,0.84
12516,F-Zero 15844,SNES,1984,Strategy,Atari,0.52,0.19,0.1,0.03,0.84
12517,Dead or Alive 8637,SNES,1999,Puzzle,Take-Two Interactive,0.02,0.45,0.1,0.27,0.84
12518,Metal Gear Solid 14545,PS3,1991,Adventure,Namco Bandai,0.18,0.03,0.2,0.43,0.84
12519,Silent Hill 4848,Wii,1986,Action,Ubisoft,0.44,0.29,0.04,0.07,0.84
12520,Silent Hill 4453,N64,2015,Simulation,Microsoft Game Studios,0.3,0.27,0.18,0.09,0.84
12521,Mega Man 983,PS4,1991,Fighting,Deep Silver,0.17,0.36,0.03,0.28,0.84
12522,Mortal Kombat 13592,XB,1990,Misc,Sony Computer Entertainment,0.08,0.32,0.39,0.05,0.84
12523,Silent Hill 7178,DC,2015,Platform,LucasArts,0.45,0.26,0.05,0.07,0.83
12524,Tekken 11341,PS2,2007,Racing,Capcom,0.09,0.07,0.08,0.59,0.83
12525,Mega Man 6091,Wii,2004,Simulation,THQ,0.35,0.27,0.15,0.06,0.83
12526,Madden NFL 12715,SNES,1985,Simulation,Electronic Arts,0.38,0.04,0.18,0.23,0.83
12527,Mortal Kombat 8466,N64,2006,Role-Playing,Bandai,0.17,0.44,0.06,0.16,0.83
12528,Sonic the Hedgehog 15863,PS3,1992,Adventure,Activision,0.3,0.2,0.31,0.02,0.83
12529,NCAA Football 13690,SAT,2012,Puzzle,Bethesda,0.04,0.45,0.33,0.01,0.83
12530,Tomb Raider 2983,DS,2011,Sports,Take-Two Interactive,0.0,0.52,0.3,0.01,0.83
12531,Metal Gear Solid 13165,GC,2010,Puzzle,Bethesda,0.01,0.7,0.03,0.09,0.83
12532,NBA 635,Wii,1997,Shooter,Namco Bandai,0.36,0.29,0.1,0.08,0.83
12533,Star Fox 6856,PC,1991,Simulation,Sony Computer Entertainment,0.1,0.57,0.13,0.03,0.83
12534,Dead or Alive 3009,Wii,2005,Action,2K Games,0.04,0.44,0.23,0.12,0.83
12535,F-Zero 9767,PC,1996,Adventure,Activision,0.41,0.07,0.27,0.08,0.83
12536,Tiger Woods PGA Tour 10052,GBA,2011,Misc,Bandai,0.5,0.26,0.04,0.03,0.83
12537,Kirby 9415,PSP,1993,Sports,2K Games,0.37,0.09,0.08,0.29,0.83
12538,Kirby 10617,PC,1991,Strategy,Bandai,0.15,0.01,0.08,0.59,0.83
12539,Metal Gear Solid 2973,Wii,2005,Sports,Bethesda,0.26,0.18,0.23,0.16,0.83
12540,F-Zero 12864,X360,1983,Puzzle,Namco Bandai,0.2,0.36,0.03,0.24,0.83
12541,Donkey Kong 3945,Wii,1993,Misc,Konami,0.39,0.03,0.23,0.18,0.83
12542,Madden NFL 9796,PS,2002,Puzzle,THQ,0.39,0.2,0.04,0.2,0.83
12543,Dead or Alive 10602,SAT,2011,Action,Namco Bandai,0.02,0.12,0.65,0.04,0.83
12544,Metroid 3135,PS3,1999,Fighting,Capcom,0.13,0.06,0.5,0.14,0.83
12545,Silent Hill 10596,NES,2010,Sports,505 Games,0.34,0.31,0.15,0.03,0.83
12546,Pro Evolution Soccer 10600,3DS,1981,Fighting,Namco Bandai,0.09,0.33,0.31,0.1,0.83
12547,Tomb Raider 8854,DC,2006,Racing,Ubisoft,0.21,0.21,0.38,0.03,0.83
12548,Tomb Raider 3884,SAT,2010,Adventure,Sony Computer Entertainment,0.12,0.17,0.29,0.25,0.83
12549,Sonic the Hedgehog 13376,Wii,1990,Racing,Bandai,0.21,0.12,0.08,0.42,0.83
12550,Metroid 14820,PSP,2008,Role-Playing,Bethesda,0.2,0.26,0.27,0.1,0.83
12551,Castlevania 6791,WiiU,1992,Simulation,Microsoft Game Studios,0.15,0.51,0.08,0.09,0.83
12552,Mega Man 6450,X360,1989,Simulation,Sega,0.05,0.43,0.14,0.21,0.83
12553,Star Fox 3757,SNES,1998,Platform,Activision,0.2,0.07,0.5,0.06,0.83
12554,F-Zero 1811,GC,1987,Simulation,2K Games,0.15,0.11,0.22,0.35,0.83
12555,Star Fox 1429,PSP,1993,Action,Nintendo,0.14,0.19,0.37,0.13,0.83
12556,Donkey Kong 13322,XOne,2012,Adventure,Bethesda,0.13,0.58,0.04,0.08,0.83
12557,Metroid 6774,DC,2003,Puzzle,Nintendo,0.13,0.59,0.03,0.08,0.83
12558,Sonic the Hedgehog 13134,XB,2005,Sports,Nintendo,0.06,0.48,0.16,0.13,0.83
12559,F-Zero 4563,PS4,2012,Strategy,Capcom,0.68,0.13,0.02,0.0,0.83
12560,Madden NFL 4361,GC,1984,Platform,Bethesda,0.08,0.35,0.06,0.34,0.83
12561,Star Fox 9094,DC,2012,Misc,Activision,0.33,0.21,0.26,0.03,0.83
12562,Metroid 11051,N64,2014,Sports,505 Games,0.04,0.31,0.39,0.09,0.83
12563,Metroid 3504,DS,1997,Fighting,2K Games,0.39,0.15,0.02,0.27,0.83
12564,Mega Man 10237,XB,1994,Strategy,Deep Silver,0.21,0.06,0.46,0.1,0.83
12565,Kirby 5673,PC,2008,Puzzle,Namco Bandai,0.15,0.24,0.35,0.09,0.83
12566,Pro Evolution Soccer 6580,PSP,1992,Shooter,LucasArts,0.01,0.27,0.44,0.11,0.83
12567,Dead or Alive 4978,X360,1982,Simulation,Activision,0.01,0.17,0.37,0.28,0.83
12568,Street Fighter 13520,3DS,1995,Simulation,Konami,0.06,0.46,0.25,0.06,0.83
12569,Metroid 9732,SNES,1989,Sports,Electronic Arts,0.15,0.04,0.59,0.05,0.83
12570,Castlevania 10508,PS2,1989,Strategy,Namco Bandai,0.24,0.04,0.55,0.0,0.83
12571,Dead or Alive 12771,PS,2013,Racing,Nintendo,0.31,0.34,0.15,0.03,0.83
12572,Silent Hill 9111,SAT,2009,Puzzle,2K Games,0.18,0.41,0.02,0.22,0.83
12573,Street Fighter 7287,XOne,1987,Shooter,Microsoft Game Studios,0.18,0.39,0.25,0.01,0.83
12574,Street Fighter 2062,XB,2013,Simulation,2K Games,0.17,0.66,0.0,0.0,0.83
12575,Metroid 265,PS4,2011,Adventure,Bandai,0.24,0.17,0.39,0.03,0.83
12576,Tomb Raider 257,DS,2009,Platform,Electronic Arts,0.32,0.01,0.17,0.33,0.83
12577,Crash Bandicoot 1304,SAT,2015,Platform,Namco Bandai,0.03,0.37,0.39,0.04,0.83
12578,NCAA Football 4029,PS3,2013,Shooter,Activision,0.09,0.36,0.11,0.27,0.83
12579,Pro Evolution Soccer 4034,DC,1981,Sports,Ubisoft,0.18,0.54,0.04,0.07,0.83
12580,Mega Man 13882,XB,1994,Role-Playing,Take-Two Interactive,0.31,0.44,0.07,0.01,0.83
12581,Tekken 302,PS,1991,Fighting,Square Enix,0.52,0.14,0.04,0.13,0.83
12582,Madden NFL 1651,XOne,1997,Simulation,Activision,0.44,0.11,0.07,0.21,0.83
12583,Tiger Woods PGA Tour 3153,DC,1983,Adventure,Microsoft Game Studios,0.35,0.02,0.1,0.36,0.83
12584,F-Zero 3323,N64,1990,Simulation,Bethesda,0.25,0.01,0.42,0.15,0.83
12585,Metal Gear Solid 3296,GC,1985,Simulation,505 Games,0.2,0.03,0.14,0.46,0.83
12586,Spyro 7852,WiiU,1991,Fighting,Deep Silver,0.02,0.65,0.07,0.09,0.83
